brand_name,price,rating,has_5G,has_nfc,has_ir_blaster,processor_brand,num_cores,processor_speed,ram_capacity,internal_memory,battery_capacity,fast_charging_available,fast_charging,refresh_rate,num_rear_cameras,num_front_cameras,rear_main_camera,front_main_camera,os,extended_memory_available,extended_upto,ppi
others,69999,89,1,1,0,snapdragon,8,2.8,8,256,4000,1,21,60,4,1,12,8,android,1,0,642.63
xiaomi,7499,64,0,0,0,helio,8,2.0,3,32,5000,0,0,60,1,1,13,5,android,1,512,268.69
xiaomi,10850,70,0,0,0,helio,8,2.0,6,128,5000,0,0,60,1,1,13,5,android,1,512,268.69
xiaomi,19988,79,1,0,1,snapdragon,8,2.0,6,128,5000,1,33,120,3,1,48,13,android,1,1024,394.57
samsung,59450,88,1,1,1,exynos,8,2.9,8,128,4800,1,25,120,3,1,64,10,android,0,0,392.81
infinix,10850,74,0,0,0,tiger,8,2.0,6,64,5000,1,18,90,2,1,50,8,android,1,256,267.5
tecno,10999,74,0,0,0,helio,8,2.0,4,64,7000,1,18,60,4,1,48,8,android,1,256,386.57
poco,29999,84,1,1,1,snapdragon,8,3.2,8,128,5500,1,67,120,3,1,64,16,android,0,0,526.1
realme,14490,80,0,0,0,snapdragon,8,2.3,6,64,4300,1,30,90,4,2,64,16,android,1,256,398.76
samsung,15990,63,0,0,0,helio,8,1.7,6,64,5000,1,15,60,3,1,48,8,android,1,1024,269.93
samsung,16999,84,1,1,0,exynos,8,2.4,6,128,6000,1,25,120,4,1,64,32,android,1,1024,404.89
iqoo,24990,83,1,1,0,snapdragon,8,3.2,8,128,4400,1,66,120,3,1,48,16,android,0,0,397.55
realme,19999,83,1,0,0,dimensity,8,2.4,8,128,5000,1,30,120,3,1,48,16,android,1,256,404.89
samsung,12990,63,0,0,0,snapdragon,8,1.9,4,64,5000,1,18,60,2,1,48,5,android,1,1024,264.33
motorola,14499,77,0,0,0,snapdragon,8,2.3,4,64,6000,1,20,120,3,1,64,16,android,1,256,396.26
samsung,39999,83,0,1,0,exynos,8,2.7,6,128,4500,1,25,60,3,1,12,32,android,1,1024,392.81
motorola,9499,75,0,0,0,helio,8,2.3,4,64,5000,1,20,90,4,1,50,16,android,1,1024,268.69
vivo,24990,85,1,0,0,snapdragon,8,3.2,8,128,4700,1,80,120,3,1,64,16,android,1,1024,397.55
xiaomi,17999,81,0,0,1,snapdragon,8,2.3,6,128,5020,1,33,120,4,1,64,16,android,1,512,394.57
motorola,20499,86,1,1,0,snapdragon,8,2.2,8,128,5000,1,30,120,3,1,50,16,android,1,1024,398.76
infinix,18999,84,1,0,0,dimensity,8,2.4,8,128,5000,1,33,60,3,1,108,16,android,1,1024,392.81
vivo,11990,74,0,0,0,snapdragon,8,2.0,6,64,5000,1,18,60,3,1,16,16,android,1,256,394.67
vivo,23994,85,1,0,0,dimensity,8,2.4,8,128,4000,1,33,90,3,1,64,44,android,1,256,408.67
others,4499,69,0,0,0,others,4,1.4,2,64,2800,0,0,60,1,1,5,2,android,1,128,293.72
samsung,10499,73,0,0,0,exynos,8,2.0,4,64,6000,1,15,90,4,1,48,8,android,1,512,269.93
poco,17999,84,1,0,1,snapdragon,8,2.2,8,128,5000,1,67,120,3,1,64,16,android,1,1024,394.57
apple,139900,80,1,1,0,bionic,6,3.1,6,512,3544,0,0,60,3,1,12,12,ios,0,0,457.25
vivo,21994,84,1,0,0,dimensity,8,2.4,8,128,4050,1,44,60,3,1,50,44,android,1,1024,408.67
samsung,24999,81,1,0,0,snapdragon,8,2.2,8,128,5000,1,25,120,4,1,50,8,android,1,1024,399.86
samsung,104999,86,1,1,0,snapdragon,8,3.2,12,256,4500,1,67,120,3,1,200,10,android,1,1024,524.87
google,29999,71,1,1,0,tensor,8,3.1,6,128,4410,1,0,60,2,1,12,8,android,0,0,428.63
samsung,14999,78,1,1,0,snapdragon,8,2.2,4,128,5000,1,25,120,3,1,50,8,android,1,1024,399.86
xiaomi,71999,87,1,1,1,snapdragon,8,3.2,12,256,5000,1,120,120,4,1,108,32,android,0,0,531.68
samsung,16499,80,0,0,0,helio,8,2.0,6,128,5000,1,15,90,4,1,64,20,android,1,1024,411.22
apple,75999,82,1,1,0,bionic,6,3.2,6,256,3279,1,0,60,2,1,12,12,ios,0,0,457.25
others,19999,81,1,1,1,snapdragon,8,2.4,6,128,5000,1,67,120,3,1,108,16,android,0,0,394.57
samsung,13499,76,0,0,0,helio,8,2.0,6,128,6000,0,0,90,4,1,48,13,android,1,1024,274.15
samsung,8499,67,0,0,0,helio,8,2.3,3,32,5000,1,15,60,3,1,13,5,android,1,1024,269.93
oppo,13990,70,0,0,0,snapdragon,8,1.8,6,128,5000,1,18,90,3,1,13,16,android,1,256,269.93
others,32990,85,1,1,1,snapdragon,8,2.4,6,128,4300,1,66,120,4,1,108,32,android,0,0,392.27
google,34990,69,1,1,0,tensor,8,3.1,6,128,4410,1,15,90,2,1,12,8,android,0,0,431.44
vivo,16990,77,1,0,0,dimensity,8,2.0,8,128,6000,1,44,60,2,1,50,8,android,0,0,401.08
xiaomi,16999,79,1,0,1,dimensity,8,2.4,6,64,5000,1,33,90,2,1,50,16,android,1,1024,398.76
tecno,7999,70,0,0,0,helio,8,2.3,4,64,5000,0,0,60,2,1,50,8,android,1,512,265.84
tecno,6249,61,0,0,0,others,8,2.2,2,32,5000,0,0,60,2,1,13,8,android,1,256,269.51
vivo,21999,78,1,1,0,dimensity,8,2.2,4,128,5000,1,18,60,3,1,50,8,android,1,1024,401.08
xiaomi,29990,84,1,1,1,snapdragon,8,3.2,8,128,5500,1,67,120,3,1,64,16,android,0,0,526.1
realme,13499,75,1,0,0,dimensity,8,2.4,4,64,5000,1,33,90,3,1,48,16,android,1,1024,398.76
tecno,20999,79,1,1,0,dimensity,8,2.2,6,128,5000,1,33,120,3,1,50,16,android,0,0,393.36
vivo,49990,77,1,1,1,dimensity,8,2.8,12,256,5000,1,120,120,3,1,50,32,android,0,0,394.57
apple,104999,83,1,1,0,bionic,6,3.2,6,512,4325,1,0,60,2,1,12,12,ios,0,0,456.77
infinix,9999,64,0,0,0,helio,8,2.0,3,64,5000,0,0,60,2,1,13,8,android,1,512,267.5
vivo,12490,63,0,0,1,helio,8,2.3,4,128,5000,0,0,60,2,1,13,8,android,0,0,269.51
oneplus,16990,68,0,0,0,snapdragon,8,1.8,4,64,5000,1,18,90,3,1,13,8,android,1,256,269.1
motorola,34999,86,1,1,0,snapdragon,8,2.4,8,128,4200,1,67,144,3,1,50,32,android,0,0,406.58
realme,14999,78,0,0,0,snapdragon,8,2.4,6,128,5000,1,33,90,3,1,50,16,android,1,1024,400.42
samsung,9990,63,0,0,0,snapdragon,8,1.8,2,32,4000,1,15,60,3,1,13,8,android,1,512,268.46
xiaomi,26990,86,1,1,1,dimensity,8,2.6,8,256,4300,1,210,120,3,1,200,16,android,0,0,394.57
others,18999,81,0,0,1,snapdragon,8,2.3,6,128,5000,1,67,120,4,1,108,16,android,1,1024,394.57
vivo,59999,88,1,0,0,dimensity,8,3.0,12,256,4500,1,80,120,3,1,50,32,android,0,0,388.17
xiaomi,26999,84,1,0,1,dimensity,8,2.6,6,128,4980,1,120,120,3,1,200,16,android,0,0,394.57
samsung,89999,88,1,1,0,snapdragon,8,3.2,8,128,3700,1,25,120,2,1,12,10,others,0,0,425.73
xiaomi,22999,82,1,0,1,dimensity,8,2.8,6,128,5080,1,67,144,3,1,64,16,android,0,0,407.07
vivo,12500,71,0,0,0,helio,8,2.0,4,64,5000,0,0,60,3,1,13,16,android,1,256,268.29
xiaomi,11999,77,0,0,1,snapdragon,8,2.4,8,128,6000,1,18,60,2,1,50,5,android,1,512,268.69
vivo,10490,67,0,0,0,helio,8,2.3,3,64,5000,0,0,60,2,1,13,8,android,1,1024,269.51
oppo,11999,69,0,0,0,helio,8,2.3,4,64,5000,0,0,60,3,1,13,8,android,1,512,269.1
others,9999,68,1,0,0,snapdragon,8,2.2,4,128,5000,0,0,60,1,1,13,5,android,1,512,269.93
samsung,42999,81,0,1,0,exynos,8,2.7,8,128,4100,1,15,60,3,2,16,10,android,1,512,525.59
oppo,13990,72,1,0,0,dimensity,8,2.2,6,128,5000,1,10,90,2,1,13,8,android,1,1024,269.13
apple,119900,80,1,1,0,bionic,6,3.1,6,256,3552,0,0,60,3,1,12,12,ios,0,0,457.25
oppo,18990,76,1,0,0,dimensity,8,2.2,6,128,5000,1,33,90,2,1,50,8,android,1,1024,269.13
oppo,11490,72,0,0,0,helio,8,2.3,4,128,4230,0,0,60,3,1,13,8,android,1,256,269.1
xiaomi,29990,82,1,1,0,snapdragon,8,2.4,6,128,4300,1,67,120,3,1,108,32,android,0,0,401.8
others,16999,80,1,1,0,snapdragon,8,2.2,8,128,4800,1,66,60,3,1,48,16,android,0,0,384.86
realme,8999,69,0,0,0,tiger,8,1.8,4,64,5000,1,18,60,3,1,50,8,android,1,256,269.93
oneplus,16990,75,1,1,0,snapdragon,8,2.0,4,64,5000,1,18,90,3,1,13,16,android,1,128,405.52
oneplus,19999,73,0,0,0,snapdragon,8,2.0,4,64,4500,1,65,60,4,1,48,13,android,1,256,417.75
tecno,6999,63,0,0,0,unisoc,4,1.3,1,16,4000,0,0,60,2,1,5,5,android,1,64,275.72
realme,15999,84,0,0,0,snapdragon,8,2.4,8,128,5000,1,33,90,3,1,108,16,android,1,256,411.22
motorola,19999,77,0,1,0,helio,8,2.0,4,128,5000,1,30,90,3,1,50,16,android,1,512,269.93
samsung,11499,69,0,0,0,unisoc,8,1.6,4,64,5000,1,15,60,2,1,48,5,android,1,1024,264.33
huawei,69990,84,0,1,0,kirin,8,3.1,8,128,4400,1,66,90,3,2,50,13,others,1,256,455.72
oppo,17990,74,1,0,0,dimensity,8,2.2,6,128,5000,0,0,60,3,1,13,8,android,1,256,269.93
iqoo,24990,83,1,1,0,dimensity,8,3.1,8,128,5000,1,120,120,3,1,64,16,android,0,0,388.17
realme,28994,84,1,1,0,snapdragon,8,2.8,8,128,5000,1,65,120,3,1,50,16,android,0,0,397.55
realme,22994,81,1,0,0,dimensity,8,2.5,8,128,4500,1,60,90,3,1,50,16,android,0,0,411.22
vivo,8999,61,0,0,0,helio,8,2.3,3,32,5000,1,10,60,1,1,8,5,android,1,1024,269.51
iqoo,39990,84,1,1,0,snapdragon,8,2.8,8,128,4000,1,66,120,3,1,48,16,android,0,0,397.55
others,30990,78,1,1,0,snapdragon,8,2.0,6,64,4500,1,30,60,3,1,12,8,android,1,0,456.95
others,3990,60,0,0,0,snapdragon,8,1.5,3,32,3500,0,0,60,2,1,13,5,android,1,64,400.53
motorola,21999,79,1,1,0,snapdragon,8,2.2,4,128,5000,1,10,120,2,1,50,16,android,1,1024,269.93
realme,14990,78,1,0,0,snapdragon,8,2.2,6,128,5000,1,60,120,3,1,50,16,android,1,1024,400.42
vivo,19990,84,0,0,0,helio,8,2.2,8,256,4500,1,44,90,3,1,64,32,android,1,512,408.67
xiaomi,54999,89,1,1,0,snapdragon,8,3.2,12,256,5000,1,67,120,3,1,50,32,android,0,0,545.73
oneplus,47990,86,1,1,0,snapdragon,8,3.2,12,256,4800,1,150,120,3,1,50,16,android,0,0,394.44
oppo,9990,64,0,0,1,helio,8,1.8,3,32,4230,0,0,60,2,1,13,5,android,1,256,270.4
tecno,17990,81,0,0,1,helio,8,2.0,8,128,5000,1,33,120,3,1,64,32,android,0,0,395.09
vivo,9999,65,0,0,0,snapdragon,8,2.0,3,32,5000,0,0,60,2,1,13,8,android,1,1024,269.51
others,94990,85,1,1,1,snapdragon,8,3.0,12,512,4600,1,120,120,4,2,50,13,android,0,0,455.72
oppo,29990,83,1,0,0,snapdragon,8,2.4,8,128,4300,1,65,60,4,1,64,32,android,0,0,409.3
samsung,24499,79,1,1,0,dimensity,8,2.0,6,128,5000,1,15,90,4,1,48,13,android,1,1024,269.93
google,32999,78,1,1,0,snapdragon,8,2.4,6,128,4620,1,18,60,2,1,16,8,android,0,0,415.11
realme,31994,83,1,1,0,dimensity,8,2.8,8,128,5000,1,80,120,3,1,50,16,android,0,0,394.44
motorola,22999,83,1,1,0,snapdragon,8,2.5,6,128,4020,1,33,144,3,1,50,32,android,0,0,404.89
vivo,24999,84,1,0,0,snapdragon,8,2.4,8,128,4700,1,66,90,3,1,64,16,android,1,1024,409.23
huawei,99990,85,1,1,1,kirin,8,3.1,8,256,4500,1,66,120,3,1,64,13,others,0,0,519.09
realme,14999,81,0,0,0,snapdragon,8,2.4,6,128,5000,1,33,90,3,1,108,16,android,1,256,411.22
oneplus,35389,85,1,1,0,dimensity,8,2.8,8,128,5000,1,80,120,3,1,50,16,android,0,0,394.44
samsung,39999,87,1,1,0,exynos,8,2.9,8,128,4500,1,25,120,3,1,12,32,android,0,0,402.69
others,49990,86,1,0,0,snapdragon,8,3.2,8,128,6000,1,44,144,4,1,200,32,android,1,512,405.39
xiaomi,20499,83,1,0,1,snapdragon,8,2.4,6,128,5200,1,67,120,4,1,108,32,android,1,512,402.79
xiaomi,19999,81,0,0,1,snapdragon,8,2.3,6,64,5020,1,33,120,4,1,108,16,android,1,512,394.57
poco,14990,79,1,0,0,dimensity,8,2.2,6,128,5000,1,67,120,3,1,50,16,android,1,1024,394.57
google,15999,67,0,1,0,snapdragon,8,2.0,4,64,3700,1,18,60,1,1,12,8,android,0,0,402.49
oppo,12490,72,0,0,0,helio,8,2.3,6,128,4230,0,0,60,3,1,12,8,android,1,256,269.93
others,44999,84,1,1,0,snapdragon,8,2.9,8,128,5050,1,30,165,3,1,64,8,android,0,0,387.03
apple,49990,60,1,1,0,bionic,6,3.2,4,64,3232,0,0,60,1,1,12,11,ios,0,0,286.72
realme,12499,75,0,0,0,snapdragon,8,2.4,4,64,5000,1,33,90,3,1,50,16,android,1,1024,400.42
samsung,9950,66,0,0,0,helio,8,2.3,3,64,5000,0,0,60,2,1,13,5,android,1,1024,269.93
oppo,13969,69,0,0,0,helio,8,2.3,4,64,5000,1,33,60,2,1,13,8,android,1,512,269.13
vivo,8499,66,0,0,0,helio,8,2.3,3,32,5000,0,0,60,2,1,13,8,android,1,1024,269.51
oppo,10999,66,0,0,0,helio,8,2.3,4,64,4230,0,0,60,1,1,13,5,android,1,256,269.1
samsung,58999,89,0,1,0,exynos,8,2.7,12,256,4300,1,45,60,4,1,12,10,android,1,1024,494.68
samsung,11999,75,0,1,0,exynos,8,2.0,4,128,6000,1,15,60,3,1,50,8,android,1,1024,399.86
realme,11499,71,0,0,0,helio,8,2.0,4,64,6000,1,18,60,3,1,50,8,android,1,256,269.93
iqoo,39990,85,1,0,0,snapdragon,8,2.9,12,256,4350,1,120,120,3,1,48,16,android,0,0,397.86
samsung,34999,76,1,1,0,exynos,8,2.2,6,128,5000,1,25,120,3,1,50,32,android,1,1024,411.22
realme,20999,82,1,0,0,snapdragon,8,2.2,8,128,5000,1,33,120,3,1,64,16,android,1,256,400.42
samsung,54999,77,1,1,0,exynos,8,2.4,8,128,4500,1,43,60,4,1,64,32,android,0,0,404.89
realme,34999,83,1,1,0,snapdragon,8,3.2,8,128,4600,1,240,120,3,1,50,16,android,0,0,394.44
xiaomi,11499,74,0,0,0,snapdragon,8,2.0,4,64,6000,1,18,60,4,1,48,8,android,1,512,394.67
others,27999,75,0,1,0,snapdragon,8,2.0,4,128,3600,1,18,90,3,1,12,8,android,1,0,456.95
vivo,31994,85,1,0,0,dimensity,8,3.0,8,128,4300,1,44,90,3,2,108,50,android,0,0,397.86
realme,24999,82,1,0,0,dimensity,8,2.6,6,128,5000,1,67,120,3,1,108,16,android,0,0,394.44
poco,12799,76,0,0,0,snapdragon,8,2.3,4,64,5000,1,33,60,4,1,48,16,android,1,512,394.57
others,6699,61,0,0,0,unisoc,8,1.6,3,64,5000,1,18,60,2,1,8,5,android,1,128,267.5
motorola,9022,70,0,0,0,helio,8,2.3,4,64,5000,1,10,90,2,1,16,8,android,1,128,269.93
samsung,86000,87,0,1,0,exynos,8,2.7,8,256,4300,1,25,60,3,1,64,10,android,0,0,392.81
motorola,16999,76,1,1,0,snapdragon,8,2.2,4,64,5000,1,33,90,3,1,50,16,android,1,1024,407.07
xiaomi,25999,83,1,1,1,dimensity,8,3.1,8,128,5500,1,67,120,3,1,48,20,android,0,0,526.1
realme,13279,75,0,0,0,snapdragon,8,2.3,4,64,4000,1,20,60,4,1,64,16,android,1,256,402.69
oppo,134999,86,0,0,0,snapdragon,8,2.8,8,256,4000,1,45,60,3,1,64,16,android,0,0,474.2
vivo,106990,87,1,1,0,snapdragon,8,3.0,12,256,4600,1,66,120,4,1,50,16,android,0,0,359.57
vivo,19990,79,1,0,0,dimensity,8,2.2,8,128,6000,1,18,60,2,1,50,8,android,0,0,401.08
xiaomi,12999,78,0,0,0,snapdragon,8,2.8,6,128,4000,1,11,60,2,1,12,20,android,1,256,403.26
samsung,16499,78,0,0,0,exynos,8,2.0,6,128,5000,1,25,60,4,1,50,8,android,1,1024,399.86
others,75990,87,1,1,0,snapdragon,8,3.2,16,256,6000,1,120,165,3,1,64,32,android,0,0,393.48
vivo,8499,66,0,0,0,helio,8,2.3,3,32,5000,0,0,60,2,1,13,8,android,1,1024,269.51
realme,8950,64,0,0,0,unisoc,8,1.8,3,32,5000,0,0,60,2,1,50,5,android,1,1024,269.93
vivo,27990,83,1,0,0,dimensity,8,2.2,8,256,4700,1,67,120,3,1,64,50,android,1,256,401.19
samsung,12999,72,0,0,0,helio,8,2.3,4,128,5000,1,23,60,2,1,50,5,android,1,1024,269.93
samsung,14450,75,0,0,0,exynos,8,2.0,4,64,5000,1,25,60,4,1,50,8,android,1,1024,399.86
poco,16499,82,1,0,1,snapdragon,8,2.2,6,128,5000,1,67,120,3,1,64,16,android,1,1024,394.57
apple,129990,76,1,1,0,bionic,6,2.7,6,128,4323,1,9,120,3,1,48,12,ios,0,0,459.59
oppo,22990,82,1,0,1,snapdragon,8,2.2,8,256,4500,1,33,60,2,1,48,16,android,1,512,409.3
iqoo,58990,89,1,1,1,snapdragon,8,3.2,8,256,4700,1,200,144,3,1,50,16,android,0,0,517.56
poco,24990,84,1,1,1,dimensity,8,2.8,8,128,5080,1,67,144,3,1,64,16,android,0,0,407.07
vivo,9490,64,0,0,0,snapdragon,8,2.0,3,32,5000,0,0,60,2,1,13,8,android,1,256,268.29
samsung,22494,86,0,0,0,snapdragon,8,2.2,8,128,4500,1,25,60,4,1,64,32,android,1,1024,392.81
apple,182999,78,1,1,0,bionic,6,3.2,6,1024,4323,1,32,120,3,1,48,12,ios,0,0,459.59
motorola,41990,86,1,1,0,snapdragon,8,3.2,8,128,4450,1,125,144,3,1,200,60,android,0,0,394.57
others,49990,84,1,1,0,snapdragon,8,3.0,8,128,5000,1,80,144,3,1,64,16,android,0,0,394.57
others,29990,84,0,1,0,helio,8,2.0,8,256,21000,1,33,60,3,1,64,16,android,1,0,388.17
apple,109900,77,0,1,0,bionic,6,2.6,4,64,3500,1,18,60,3,1,12,12,ios,0,0,455.55
google,15990,69,0,1,0,snapdragon,8,2.4,4,128,3520,1,0,60,1,1,12,8,android,0,0,536.66
oppo,13490,78,0,0,0,snapdragon,8,2.4,6,128,5000,1,33,90,3,1,50,16,android,1,1024,401.02
samsung,18499,79,0,0,0,snapdragon,8,2.4,6,128,5000,1,25,60,4,1,50,8,android,1,1024,399.86
vivo,7499,69,0,0,0,helio,4,1.3,1,16,1900,0,0,60,1,1,5,2,android,1,128,217.7
infinix,7320,60,0,0,0,helio,4,2.0,2,64,5000,0,0,60,2,1,8,5,android,1,512,265.84
samsung,25999,82,1,1,0,exynos,8,2.4,6,128,5000,1,25,90,4,1,48,13,android,1,1024,411.22
samsung,21490,70,0,0,0,exynos,8,2.2,4,64,3300,0,0,60,3,1,24,24,android,1,512,411.46
vivo,19990,80,0,0,0,helio,8,2.0,8,128,4000,1,33,60,3,1,64,16,android,1,1024,408.67
others,45999,88,1,0,0,dimensity,8,2.6,12,256,22000,1,33,120,3,1,108,32,android,1,1024,401.08
poco,14999,81,1,0,1,dimensity,8,2.4,6,128,5000,1,33,90,2,1,50,16,android,1,1024,398.76
others,14999,69,0,0,1,snapdragon,4,1.3,2,16,2000,0,0,60,1,1,5,2,others,1,128,200.0
samsung,114990,86,1,1,0,snapdragon,8,3.2,8,256,5000,1,45,120,4,1,200,12,android,0,0,501.07
oppo,25969,82,1,0,0,snapdragon,8,2.2,8,128,4500,1,33,60,3,1,64,16,android,1,1024,409.3
oneplus,21999,83,1,1,0,snapdragon,8,2.2,6,128,5000,1,67,120,3,1,108,16,android,1,1024,394.44
others,24990,75,1,0,0,dimensity,8,2.0,8,128,4300,1,66,120,3,1,64,16,android,0,0,386.39
vivo,8990,61,0,0,0,helio,8,2.3,3,32,5000,1,10,60,1,1,8,5,android,1,1024,269.51
others,8099,60,0,0,0,others,4,1.6,4,64,5000,0,0,60,1,1,13,8,android,1,128,269.93
oppo,12199,70,0,0,0,helio,8,2.3,4,64,5000,1,7,60,3,1,13,16,android,1,256,269.51
tecno,9999,74,0,0,0,helio,8,2.0,4,64,7000,1,33,90,3,1,50,8,android,1,256,386.57
xiaomi,39999,85,1,1,0,snapdragon,8,3.2,8,128,5000,1,120,144,3,1,108,20,android,0,0,445.84
others,11990,64,1,0,0,snapdragon,8,2.2,4,32,5000,1,18,90,1,1,13,8,android,1,512,269.93
oneplus,64800,89,1,1,0,snapdragon,8,2.8,8,128,4500,1,65,120,4,1,48,16,android,0,0,525.92
oppo,79990,86,1,1,1,snapdragon,8,3.0,8,256,5000,1,80,120,3,1,50,32,android,0,0,525.92
vivo,27000,84,1,0,0,snapdragon,8,2.4,8,128,4000,1,33,60,3,2,64,44,android,0,0,408.67
oppo,19990,82,0,0,0,snapdragon,8,2.2,8,128,4000,1,30,60,4,1,64,32,android,1,256,402.69
oppo,25895,82,1,0,0,snapdragon,8,2.2,8,128,4500,1,33,60,3,1,64,16,android,1,512,409.3
iqoo,24999,80,1,0,1,snapdragon,8,2.4,6,128,5000,1,67,144,3,1,50,16,android,1,1024,399.21
infinix,17999,87,0,1,0,helio,8,2.2,8,128,4500,1,45,90,3,1,108,60,android,1,1024,392.81
vivo,11000,68,0,0,0,helio,8,2.0,3,64,5000,0,0,60,3,1,13,8,android,1,256,268.29
others,10499,70,0,0,0,unisoc,8,1.6,4,64,5000,1,10,90,2,1,50,8,android,1,512,269.1
xiaomi,12390,74,0,0,1,helio,8,2.0,4,64,6000,1,18,90,4,1,50,8,android,1,512,404.89
others,14990,75,1,0,0,snapdragon,8,2.2,6,128,5000,1,22,60,3,1,48,8,android,1,1024,269.93
xiaomi,30990,85,1,0,0,snapdragon,8,2.8,8,128,4520,1,33,120,3,1,108,20,android,0,0,394.57
realme,7999,64,0,0,0,helio,8,2.3,3,32,6000,0,0,60,3,1,13,5,android,1,256,269.1
samsung,16499,82,0,0,0,helio,8,2.0,8,128,5000,1,15,90,4,1,64,20,android,1,1024,411.22
motorola,54999,87,1,1,0,snapdragon,8,3.2,8,128,4610,1,125,144,3,1,200,60,android,0,0,394.57
apple,129900,84,1,1,0,bionic,6,3.2,6,128,4352,1,55,120,3,1,12,12,ios,0,0,456.77
realme,27999,84,1,1,0,snapdragon,8,2.4,8,128,4300,1,65,120,3,1,64,32,android,0,0,409.3
others,7999,61,0,0,0,others,4,1.6,4,32,5000,0,0,60,1,1,20,13,android,1,128,269.93
realme,13999,75,0,0,0,snapdragon,8,2.4,4,128,5000,1,33,90,3,1,50,16,android,1,1024,400.42
apple,82990,72,0,1,0,bionic,6,3.0,6,128,3285,1,0,60,2,1,50,13,ios,0,0,460.27
vivo,113990,86,1,1,0,snapdragon,8,3.2,12,256,4730,1,80,120,4,2,50,16,android,0,0,359.57
realme,12989,77,0,0,0,helio,8,2.0,6,64,4300,1,30,90,4,1,64,16,android,1,256,404.89
huawei,82990,85,1,1,0,kirin,8,2.9,8,256,4200,1,40,90,4,2,50,32,android,1,256,440.72
xiaomi,58990,87,1,1,1,snapdragon,8,3.2,8,128,4820,1,120,120,3,1,50,32,android,0,0,521.41
oppo,19999,83,0,1,0,helio,8,2.2,8,256,5000,1,66,120,3,1,50,16,android,1,1024,394.57
oppo,70990,88,1,1,0,dimensity,8,3.2,8,256,4300,1,44,120,2,1,50,32,others,0,0,403.19
oneplus,19989,81,1,0,0,snapdragon,8,2.2,6,128,5000,1,33,120,3,1,64,16,android,1,1024,401.02
oppo,29990,81,1,0,0,snapdragon,8,2.8,8,128,5000,1,80,120,3,1,50,16,android,0,0,397.55
others,14999,84,0,1,0,helio,8,2.0,8,128,6000,1,33,60,3,1,108,32,android,1,1024,409.08
samsung,24990,83,0,0,0,snapdragon,8,2.3,6,128,4500,1,25,90,4,1,64,32,android,1,1024,404.89
motorola,15999,83,0,1,0,helio,8,2.2,6,128,5000,1,33,120,3,1,108,16,android,1,512,401.8
others,35999,87,1,1,0,snapdragon,8,2.5,12,256,4500,1,33,120,2,1,50,16,android,0,0,401.8
samsung,23790,85,1,0,0,dimensity,8,2.4,6,128,5000,1,25,120,4,1,108,32,android,1,1024,392.81
vivo,20990,70,0,0,0,helio,8,2.0,4,128,3315,0,0,60,2,1,16,25,android,1,256,400.45
oneplus,69999,87,1,1,0,snapdragon,8,3.2,12,256,4800,1,150,144,3,1,108,32,android,0,0,550.29
samsung,14859,79,0,0,0,helio,8,2.0,6,128,6000,1,15,90,4,1,64,20,android,1,1024,411.22
tecno,8799,72,0,0,0,helio,8,2.0,4,64,5000,1,33,60,3,1,48,8,android,1,1024,395.09
samsung,43999,88,1,1,0,exynos,8,2.9,8,256,4500,1,25,120,3,1,12,32,android,0,0,402.69
oneplus,22990,83,1,1,0,dimensity,8,2.8,8,128,5000,1,89,120,3,1,64,16,android,0,0,401.02
xiaomi,7499,68,0,0,0,helio,8,2.3,4,64,5000,0,0,60,2,1,13,5,android,1,512,268.69
xiaomi,29999,85,1,1,0,snapdragon,8,2.4,8,128,4500,1,67,120,3,2,50,32,android,0,0,401.8
oppo,12999,75,1,0,0,dimensity,8,2.4,8,128,5000,0,0,60,2,1,13,8,android,1,256,269.13
oppo,77990,89,1,1,0,snapdragon,8,3.2,12,256,4700,1,120,120,3,1,50,32,android,0,0,388.17
samsung,34999,78,0,1,0,exynos,8,2.8,6,128,3500,1,5,60,2,1,12,8,android,1,512,530.92
samsung,44999,83,1,1,0,snapdragon,8,2.2,8,128,5000,1,67,120,4,1,108,32,android,1,1024,394.44
vivo,16990,80,1,0,0,snapdragon,8,2.2,6,128,5000,1,18,120,3,1,50,16,android,1,1024,401.08
samsung,12944,71,1,0,0,dimensity,8,2.2,4,64,5000,1,15,90,2,1,50,5,android,1,1024,269.93
vivo,17999,82,0,0,0,snapdragon,8,2.4,8,128,5000,1,44,60,3,1,50,16,android,1,1024,409.8
realme,18499,80,1,0,0,dimensity,8,2.2,8,128,5000,1,18,90,3,1,48,16,android,1,1024,404.89
xiaomi,22700,86,1,0,1,snapdragon,8,2.2,8,128,5000,1,67,120,3,1,108,16,android,1,1024,394.57
realme,16999,79,0,0,0,helio,8,2.2,8,128,5000,1,33,90,2,1,50,16,android,1,1024,411.22
iqoo,19990,76,1,0,0,snapdragon,8,2.2,8,128,5000,1,45,120,3,1,64,16,android,1,1024,396.21
others,4787,64,0,0,0,unisoc,4,1.4,2,32,3020,0,0,60,1,1,2,0,android,0,0,195.93
tecno,8968,72,0,0,0,helio,8,2.3,4,64,5000,1,18,60,3,1,50,8,android,1,1024,399.86
realme,9999,69,1,0,0,dimensity,8,2.0,4,128,5000,1,18,60,3,1,13,8,android,0,0,269.93
vivo,12999,75,0,0,0,snapdragon,8,2.4,4,128,5000,1,18,90,2,1,50,8,android,1,1024,401.08
others,13999,75,0,0,0,helio,8,2.3,6,128,5000,1,22,90,4,1,50,8,android,1,512,259.93
